companyAlias,employee,first_date,lastParticipationDate,stillExists,churn,comp_short,uid
5641f96713664c000332c8cd,417,2016-09-05 00:00:00,2017-03-20 00:00:00,True,0,6,6_417
5641f96713664c000332c8cd,418,2016-08-22 00:00:00,2017-03-20 16:01:33,True,0,6,6_418
5641f96713664c000332c8cd,422,2016-09-22 00:00:00,2017-03-20 00:00:00,True,0,6,6_422
5641f96713664c000332c8cd,424,2016-10-29 00:00:00,2017-03-20 16:01:33,True,0,6,6_424
5641f96713664c000332c8cd,425,2016-12-19 00:00:00,2017-03-19 22:18:54,False,1,6,6_425
56aec740f1ef260003e307d6,2,2016-02-05 00:00:00,2017-03-17 00:00:00,True,0,11,11_2
56aec740f1ef260003e307d6,3,2016-02-04 00:00:00,2017-02-16 00:00:00,True,0,11,11_3
56aec740f1ef260003e307d6,4,2016-03-17 00:00:00,2017-03-20 00:00:00,True,0,11,11_4
56aec740f1ef260003e307d6,5,2016-02-05 00:00:00,2017-03-14 00:00:00,True,0,11,11_5
56aec740f1ef260003e307d6,6,2016-02-09 00:00:00,2017-02-15 10:19:59,True,0,11,11_6
56aec740f1ef260003e307d6,7,2016-03-17 00:00:00,2017-03-17 00:00:00,True,0,11,11_7
56aec740f1ef260003e307d6,8,2016-02-09 00:00:00,2017-01-18 00:00:00,True,0,11,11_8
56aec740f1ef260003e307d6,10,2016-02-05 00:00:00,2017-03-10 00:00:00,True,0,11,11_10
56aec740f1ef260003e307d6,12,2016-02-01 00:00:00,2017-03-06 08:51:42,True,0,11,11_12
56aec740f1ef260003e307d6,13,2016-02-10 00:00:00,2017-03-20 11:28:45,True,0,11,11_13
56aec740f1ef260003e307d6,16,2016-02-01 00:00:00,2017-02-16 10:11:21,True,0,11,11_16
56aec740f1ef260003e307d6,18,2016-02-01 00:00:00,2017-03-20 13:23:02,True,0,11,11_18
56aec740f1ef260003e307d6,19,2016-02-15 00:00:00,2017-03-08 14:04:39,True,0,11,11_19
56aec740f1ef260003e307d6,21,2016-02-10 00:00:00,2017-03-14 00:00:00,True,0,11,11_21
56aec740f1ef260003e307d6,23,2016-02-01 00:00:00,2017-03-09 06:35:49,True,0,11,11_23
56aec740f1ef260003e307d6,24,2016-02-01 00:00:00,2017-03-20 18:00:17,True,0,11,11_24
56aec740f1ef260003e307d6,28,2016-02-04 00:00:00,2017-03-20 00:00:00,True,0,11,11_28
56aec740f1ef260003e307d6,29,2016-02-01 00:00:00,2017-02-24 00:00:00,True,0,11,11_29
56aec740f1ef260003e307d6,31,2016-02-01 00:00:00,2017-03-19 13:07:15,True,0,11,11_31
56aec740f1ef260003e307d6,32,2016-02-08 00:00:00,2017-03-19 00:00:00,True,0,11,11_32
56aec740f1ef260003e307d6,33,2016-02-01 00:00:00,2017-03-20 00:00:00,True,0,11,11_33
56aec740f1ef260003e307d6,34,2016-02-01 00:00:00,2017-03-20 15:44:02,True,0,11,11_34
56aec740f1ef260003e307d6,38,2016-02-23 00:00:00,2017-03-10 07:17:03,True,0,11,11_38
56aec740f1ef260003e307d6,47,2016-11-03 00:00:00,2017-03-16 12:07:26,True,0,11,11_47
56aec740f1ef260003e307d6,51,2016-02-26 00:00:00,2017-03-20 00:00:00,True,0,11,11_51
56aec740f1ef260003e307d6,59,2016-02-24 00:00:00,2017-03-20 00:00:00,True,0,11,11_59
56aec740f1ef260003e307d6,66,2016-02-08 00:00:00,2017-02-14 13:43:40,True,0,11,11_66
56aec740f1ef260003e307d6,69,2016-02-08 00:00:00,2017-03-19 00:00:00,True,0,11,11_69
56aec740f1ef260003e307d6,73,2016-02-08 00:00:00,2017-03-03 00:00:00,True,0,11,11_73
56aec740f1ef260003e307d6,79,2016-02-01 00:00:00,2017-03-20 09:03:28,True,0,11,11_79
56aec740f1ef260003e307d6,83,2016-02-01 00:00:00,2017-02-24 00:00:00,True,0,11,11_83
56aec740f1ef260003e307d6,84,2016-02-01 00:00:00,2017-02-17 00:00:00,True,0,11,11_84
56aec740f1ef260003e307d6,87,2016-02-08 00:00:00,2017-03-15 00:00:00,True,0,11,11_87
56aec740f1ef260003e307d6,89,2016-03-17 00:00:00,2017-03-14 12:20:44,True,0,11,11_89
56aec740f1ef260003e307d6,91,2016-02-01 00:00:00,2017-02-17 00:00:00,True,0,11,11_91
56aec740f1ef260003e307d6,92,2016-02-02 00:00:00,2017-03-10 00:00:00,True,0,11,11_92
56aec740f1ef260003e307d6,94,2016-02-01 00:00:00,2017-03-10 00:00:00,True,0,11,11_94
56aec740f1ef260003e307d6,95,2016-02-08 00:00:00,2017-03-17 00:00:00,True,0,11,11_95
56aec740f1ef260003e307d6,96,2016-04-22 00:00:00,2017-03-17 00:00:00,True,0,11,11_96
56aec740f1ef260003e307d6,97,2016-02-08 00:00:00,2017-03-01 13:38:11,True,0,11,11_97
56aec740f1ef260003e307d6,98,2016-02-01 00:00:00,2017-03-08 00:00:00,True,0,11,11_98
56aec740f1ef260003e307d6,99,2016-10-10 00:00:00,2017-03-20 00:00:00,True,0,11,11_99
56aec740f1ef260003e307d6,100,2016-06-17 00:00:00,2017-03-20 07:11:08,True,0,11,11_100
56aec740f1ef260003e307d6,101,2016-03-17 00:00:00,2017-03-20 07:11:08,True,0,11,11_101
56aec740f1ef260003e307d6,102,2016-02-01 00:00:00,2017-03-20 00:00:00,True,0,11,11_102
56aec740f1ef260003e307d6,103,2016-02-08 00:00:00,2017-03-20 00:00:00,True,0,11,11_103
56aec740f1ef260003e307d6,105,2016-02-09 00:00:00,2017-03-16 00:00:00,True,0,11,11_105
56aec740f1ef260003e307d6,107,2016-02-16 00:00:00,2017-03-17 12:30:43,True,0,11,11_107
56aec740f1ef260003e307d6,108,2016-02-23 00:00:00,2017-03-16 00:00:00,True,0,11,11_108
56aec740f1ef260003e307d6,114,2016-02-23 00:00:00,2017-03-14 11:28:00,True,0,11,11_114
56aec740f1ef260003e307d6,116,2016-03-16 00:00:00,2017-03-20 06:47:12,True,0,11,11_116
56aec740f1ef260003e307d6,117,2016-02-23 00:00:00,2017-03-06 00:00:00,True,0,11,11_117
56aec740f1ef260003e307d6,119,2016-03-11 00:00:00,2017-03-16 22:12:07,True,0,11,11_119
56aec740f1ef260003e307d6,122,2016-02-26 00:00:00,2017-03-14 11:28:00,True,0,11,11_122
56aec740f1ef260003e307d6,124,2016-02-23 00:00:00,2017-03-20 13:30:50,True,0,11,11_124
56aec740f1ef260003e307d6,125,2016-03-17 00:00:00,2017-03-18 00:00:00,True,0,11,11_125
56aec740f1ef260003e307d6,126,2016-02-23 00:00:00,2017-03-17 00:00:00,True,0,11,11_126
56aec740f1ef260003e307d6,131,2016-03-17 00:00:00,2017-03-20 00:00:00,True,0,11,11_131
56aec740f1ef260003e307d6,135,2016-02-23 00:00:00,2017-03-20 15:06:08,True,0,11,11_135
56aec740f1ef260003e307d6,136,2016-03-17 00:00:00,2017-01-26 11:36:57,True,0,11,11_136
56aec740f1ef260003e307d6,139,2016-03-17 00:00:00,2017-03-20 00:00:00,True,0,11,11_139
56aec740f1ef260003e307d6,140,2016-05-17 00:00:00,2017-03-20 00:00:00,True,0,11,11_140
56aec740f1ef260003e307d6,142,2016-06-01 00:00:00,2017-03-15 00:00:00,True,0,11,11_142
56aec740f1ef260003e307d6,144,2016-03-09 00:00:00,2017-03-02 13:02:03,True,0,11,11_144
56aec740f1ef260003e307d6,147,2016-02-23 00:00:00,2017-03-20 08:13:39,True,0,11,11_147
56aec740f1ef260003e307d6,151,2016-05-17 00:00:00,2017-02-16 14:25:47,True,0,11,11_151
56aec740f1ef260003e307d6,152,2016-02-23 00:00:00,2017-03-20 15:44:02,True,0,11,11_152
56aec740f1ef260003e307d6,155,2016-02-23 00:00:00,2017-01-09 00:00:00,False,1,11,11_155
56aec740f1ef260003e307d6,163,2016-03-23 00:00:00,2017-03-20 00:00:00,True,0,11,11_163
56aec740f1ef260003e307d6,164,2016-03-10 00:00:00,2017-03-20 15:44:02,True,0,11,11_164
56aec740f1ef260003e307d6,166,2016-09-19 00:00:00,2017-03-10 00:00:00,True,0,11,11_166
56aec740f1ef260003e307d6,169,2016-02-23 00:00:00,2017-03-20 13:30:50,True,0,11,11_169
56aec740f1ef260003e307d6,170,2016-02-23 00:00:00,2017-03-20 11:28:45,True,0,11,11_170
56aec740f1ef260003e307d6,171,2016-09-19 00:00:00,2017-02-06 00:00:00,True,0,11,11_171
56aec740f1ef260003e307d6,172,2016-03-17 00:00:00,2017-03-20 15:44:02,True,0,11,11_172
56aec740f1ef260003e307d6,174,2016-02-23 00:00:00,2017-03-15 07:42:21,True,0,11,11_174
56aec740f1ef260003e307d6,175,2016-12-19 00:00:00,2017-03-20 11:28:45,True,0,11,11_175
56aec740f1ef260003e307d6,181,2016-02-24 00:00:00,2017-03-20 00:00:00,True,0,11,11_181
56aec740f1ef260003e307d6,183,2016-03-17 00:00:00,2017-03-17 15:34:02,True,0,11,11_183
56aec740f1ef260003e307d6,186,2016-09-10 00:00:00,2017-03-18 11:46:11,True,0,11,11_186
56aec740f1ef260003e307d6,194,2016-02-23 00:00:00,2017-03-19 00:00:00,True,0,11,11_194
56aec740f1ef260003e307d6,196,2016-02-25 00:00:00,2017-01-24 00:00:00,True,0,11,11_196
56aec740f1ef260003e307d6,198,2016-07-13 00:00:00,2017-03-18 00:00:00,True,0,11,11_198
56aec740f1ef260003e307d6,199,2016-03-10 00:00:00,2017-01-31 13:42:37,True,0,11,11_199
56aec740f1ef260003e307d6,201,2016-02-23 00:00:00,2017-02-20 00:00:00,True,0,11,11_201
56aec740f1ef260003e307d6,206,2016-02-24 00:00:00,2017-03-17 20:02:45,True,0,11,11_206
56aec740f1ef260003e307d6,209,2016-02-23 00:00:00,2017-03-20 00:00:00,True,0,11,11_209
56aec740f1ef260003e307d6,212,2016-02-25 00:00:00,2017-03-18 11:46:11,True,0,11,11_212
56aec740f1ef260003e307d6,213,2016-03-09 00:00:00,2017-03-19 13:07:15,True,0,11,11_213
56aec740f1ef260003e307d6,214,2016-03-17 00:00:00,2017-03-20 00:00:00,True,0,11,11_214
56aec740f1ef260003e307d6,216,2016-04-03 00:00:00,2017-03-19 00:00:00,True,0,11,11_216
56aec740f1ef260003e307d6,217,2016-04-11 00:00:00,2017-03-20 17:55:16,True,0,11,11_217
56aec740f1ef260003e307d6,218,2016-05-05 00:00:00,2017-03-20 00:00:00,True,0,11,11_218
56aec740f1ef260003e307d6,223,2016-05-05 00:00:00,2017-03-14 16:01:59,True,0,11,11_223
56aec740f1ef260003e307d6,225,2016-08-24 00:00:00,2017-03-20 13:30:50,True,0,11,11_225
56aec740f1ef260003e307d6,227,2016-05-04 00:00:00,2017-02-22 00:00:00,True,0,11,11_227
56aec740f1ef260003e307d6,230,2016-08-18 00:00:00,2017-03-05 00:00:00,True,0,11,11_230
56aec740f1ef260003e307d6,232,2016-05-05 00:00:00,2017-01-09 07:53:39,False,1,11,11_232
56aec740f1ef260003e307d6,236,2016-06-27 00:00:00,2017-03-20 00:00:00,True,0,11,11_236
56aec740f1ef260003e307d6,237,2016-06-20 00:00:00,2017-03-20 00:00:00,True,0,11,11_237
56aec740f1ef260003e307d6,238,2016-07-28 00:00:00,2017-03-13 00:00:00,True,0,11,11_238
56aec740f1ef260003e307d6,240,2016-07-05 00:00:00,2017-03-15 00:00:00,True,0,11,11_240
56aec740f1ef260003e307d6,242,2016-07-12 00:00:00,2017-03-20 00:00:00,True,0,11,11_242
56aec740f1ef260003e307d6,244,2016-06-27 00:00:00,2017-03-16 16:18:46,True,0,11,11_244
56aec740f1ef260003e307d6,245,2016-06-20 00:00:00,2017-03-17 00:00:00,True,0,11,11_245
56aec740f1ef260003e307d6,246,2016-06-24 00:00:00,2017-03-17 18:23:29,True,0,11,11_246
56aec740f1ef260003e307d6,250,2016-06-20 00:00:00,2017-03-20 00:00:00,True,0,11,11_250
56aec740f1ef260003e307d6,254,2016-08-19 00:00:00,2017-03-19 00:00:00,True,0,11,11_254
56aec740f1ef260003e307d6,255,2016-08-25 00:00:00,2017-03-17 19:08:03,True,0,11,11_255
56aec740f1ef260003e307d6,256,2016-07-04 00:00:00,2017-02-10 17:31:29,True,0,11,11_256
56aec740f1ef260003e307d6,257,2016-06-29 00:00:00,2017-03-17 00:00:00,True,0,11,11_257
56aec740f1ef260003e307d6,259,2016-08-02 00:00:00,2017-03-20 00:00:00,True,0,11,11_259
56aec740f1ef260003e307d6,262,2016-11-29 00:00:00,2017-03-17 00:00:00,True,0,11,11_262
56aec740f1ef260003e307d6,266,2016-09-12 00:00:00,2017-03-20 00:00:00,True,0,11,11_266
56aec740f1ef260003e307d6,269,2016-09-14 00:00:00,2017-03-20 00:00:00,True,0,11,11_269
56aec740f1ef260003e307d6,271,2016-08-05 00:00:00,2017-03-20 00:00:00,True,0,11,11_271
56aec740f1ef260003e307d6,272,2016-09-14 00:00:00,2017-03-19 00:00:00,True,0,11,11_272
56aec740f1ef260003e307d6,273,2016-07-20 00:00:00,2017-03-19 12:59:09,True,0,11,11_273
56aec740f1ef260003e307d6,274,2016-07-04 00:00:00,2017-03-20 00:00:00,True,0,11,11_274
56aec740f1ef260003e307d6,275,2016-06-23 00:00:00,2017-02-16 00:00:00,True,0,11,11_275
56aec740f1ef260003e307d6,276,2016-08-16 00:00:00,2017-03-20 18:00:17,True,0,11,11_276
56aec740f1ef260003e307d6,280,2016-08-08 00:00:00,2017-03-18 00:00:00,True,0,11,11_280
56aec740f1ef260003e307d6,282,2016-09-14 00:00:00,2017-03-20 00:00:00,True,0,11,11_282
56aec740f1ef260003e307d6,290,2016-06-22 00:00:00,2017-03-18 00:00:00,True,0,11,11_290
56aec740f1ef260003e307d6,291,2016-06-27 00:00:00,2017-03-20 13:23:02,True,0,11,11_291
56aec740f1ef260003e307d6,292,2016-09-19 00:00:00,2017-03-15 09:20:36,True,0,11,11_292
56aec740f1ef260003e307d6,293,2016-07-12 00:00:00,2017-03-01 09:36:30,True,0,11,11_293
56aec740f1ef260003e307d6,294,2016-08-22 00:00:00,2017-02-06 00:00:00,True,0,11,11_294
56aec740f1ef260003e307d6,297,2016-10-10 00:00:00,2017-03-16 07:23:11,True,0,11,11_297
56aec740f1ef260003e307d6,298,2016-07-06 00:00:00,2017-03-18 00:00:00,True,0,11,11_298
56aec740f1ef260003e307d6,304,2016-06-23 00:00:00,2017-03-01 09:23:34,True,0,11,11_304
56aec740f1ef260003e307d6,305,2016-07-06 00:00:00,2017-03-20 00:00:00,True,0,11,11_305
56aec740f1ef260003e307d6,307,2016-09-12 00:00:00,2017-03-20 18:00:17,True,0,11,11_307
56aec740f1ef260003e307d6,308,2016-07-12 00:00:00,2017-02-16 17:31:26,True,0,11,11_308
56aec740f1ef260003e307d6,309,2016-09-13 00:00:00,2017-02-28 00:00:00,True,0,11,11_309
56aec740f1ef260003e307d6,310,2016-07-27 00:00:00,2017-03-20 11:28:45,True,0,11,11_310
56aec740f1ef260003e307d6,312,2016-06-20 00:00:00,2017-03-18 00:00:00,True,0,11,11_312
56aec740f1ef260003e307d6,326,2016-07-28 00:00:00,2017-03-20 00:00:00,True,0,11,11_326
56aec740f1ef260003e307d6,328,2016-06-27 00:00:00,2017-03-19 00:00:00,True,0,11,11_328
56aec740f1ef260003e307d6,329,2016-08-24 00:00:00,2017-03-12 00:00:00,True,0,11,11_329
56aec740f1ef260003e307d6,331,2016-09-05 00:00:00,2017-03-17 00:00:00,True,0,11,11_331
56aec740f1ef260003e307d6,334,2016-08-01 00:00:00,2017-03-19 00:00:00,True,0,11,11_334
56aec740f1ef260003e307d6,340,2016-06-18 00:00:00,2017-03-20 07:11:08,True,0,11,11_340
56aec740f1ef260003e307d6,346,2016-10-17 00:00:00,2017-03-17 00:00:00,True,0,11,11_346
56aec740f1ef260003e307d6,351,2016-06-30 00:00:00,2017-03-20 00:00:00,True,0,11,11_351
56aec740f1ef260003e307d6,353,2016-10-31 00:00:00,2017-03-20 00:00:00,True,0,11,11_353
56aec740f1ef260003e307d6,355,2016-10-18 00:00:00,2017-01-19 00:00:00,True,0,11,11_355
56aec740f1ef260003e307d6,357,2016-06-18 00:00:00,2017-02-13 12:48:03,True,0,11,11_357
56aec740f1ef260003e307d6,359,2016-06-20 00:00:00,2017-03-20 00:00:00,True,0,11,11_359
56aec740f1ef260003e307d6,365,2016-11-28 00:00:00,2017-01-14 00:00:00,True,0,11,11_365
56aec740f1ef260003e307d6,380,2016-06-20 00:00:00,2017-03-20 00:00:00,True,0,11,11_380
56aec740f1ef260003e307d6,381,2016-10-27 00:00:00,2017-03-14 20:20:55,True,0,11,11_381
56aec740f1ef260003e307d6,382,2016-09-07 00:00:00,2017-03-20 17:55:16,True,0,11,11_382
56aec740f1ef260003e307d6,389,2016-06-17 00:00:00,2017-03-20 00:00:00,True,0,11,11_389
56aec740f1ef260003e307d6,400,2016-10-21 00:00:00,2017-03-19 00:00:00,True,0,11,11_400
56aec740f1ef260003e307d6,407,2016-09-14 00:00:00,2017-03-19 00:00:00,True,0,11,11_407
56aec740f1ef260003e307d6,412,2016-11-14 00:00:00,2017-03-20 00:00:00,True,0,11,11_412
56aec740f1ef260003e307d6,421,2016-06-20 00:00:00,2017-03-13 00:00:00,True,0,11,11_421
56aec740f1ef260003e307d6,432,2016-06-25 00:00:00,2017-01-26 10:55:31,True,0,11,11_432
56aec740f1ef260003e307d6,433,2016-06-23 00:00:00,2017-03-13 21:39:40,True,0,11,11_433
56aec740f1ef260003e307d6,436,2016-07-01 00:00:00,2017-03-08 13:59:06,True,0,11,11_436
56aec740f1ef260003e307d6,437,2016-10-31 00:00:00,2017-03-20 00:00:00,True,0,11,11_437
56aec740f1ef260003e307d6,441,2016-07-15 00:00:00,2017-03-20 00:00:00,True,0,11,11_441
56aec740f1ef260003e307d6,444,2016-07-28 00:00:00,2017-03-18 00:00:00,True,0,11,11_444
56aec740f1ef260003e307d6,446,2016-07-26 00:00:00,2017-02-16 21:39:17,True,0,11,11_446
56aec740f1ef260003e307d6,449,2016-09-23 00:00:00,2017-02-24 00:00:00,True,0,11,11_449
56aec740f1ef260003e307d6,452,2016-09-28 00:00:00,2017-02-27 00:00:00,True,0,11,11_452
56aec740f1ef260003e307d6,465,2016-10-24 00:00:00,2017-03-20 08:13:39,True,0,11,11_465
56aec740f1ef260003e307d6,469,2016-09-26 00:00:00,2017-03-08 00:00:00,True,0,11,11_469
56aec740f1ef260003e307d6,471,2016-09-26 00:00:00,2017-01-03 17:30:36,True,0,11,11_471
56aec740f1ef260003e307d6,475,2016-09-23 00:00:00,2017-01-12 00:00:00,False,1,11,11_475
56aec740f1ef260003e307d6,491,2016-11-15 00:00:00,2017-03-20 11:23:54,True,0,11,11_491
56aec740f1ef260003e307d6,492,2016-10-26 00:00:00,2017-03-17 17:21:38,True,0,11,11_492
56e2a905e3b6fe0003e32855,1,2016-03-14 00:00:00,2017-03-20 00:00:00,True,0,12,12_1
56e2a905e3b6fe0003e32855,2,2016-03-11 00:00:00,2017-03-19 00:00:00,True,0,12,12_2
56e2a905e3b6fe0003e32855,3,2016-03-14 00:00:00,2017-03-18 00:00:00,True,0,12,12_3
56e2a905e3b6fe0003e32855,4,2016-03-14 00:00:00,2017-01-30 11:33:04,True,0,12,12_4
56e2a905e3b6fe0003e32855,5,2016-03-14 00:00:00,2017-03-07 11:51:06,True,0,12,12_5
56e2a905e3b6fe0003e32855,6,2016-03-14 00:00:00,2017-03-20 10:48:28,True,0,12,12_6
56e2a905e3b6fe0003e32855,7,2016-03-14 00:00:00,2017-03-16 10:37:10,True,0,12,12_7
56e2a905e3b6fe0003e32855,8,2016-03-14 00:00:00,2017-03-20 10:48:28,True,0,12,12_8
56e2a905e3b6fe0003e32855,9,2016-03-14 00:00:00,2017-03-17 08:45:51,True,0,12,12_9
56e2a905e3b6fe0003e32855,12,2016-03-22 00:00:00,2017-03-16 00:00:00,True,0,12,12_12
56e2a905e3b6fe0003e32855,13,2016-03-14 00:00:00,2017-03-20 09:04:08,True,0,12,12_13
56e2a905e3b6fe0003e32855,14,2016-03-15 00:00:00,2017-03-08 00:00:00,True,0,12,12_14
56e2a905e3b6fe0003e32855,15,2016-03-15 00:00:00,2017-02-14 07:58:01,True,0,12,12_15
56e2a905e3b6fe0003e32855,16,2016-04-08 00:00:00,2017-03-19 00:00:00,True,0,12,12_16
56e2a905e3b6fe0003e32855,18,2016-03-16 00:00:00,2017-03-01 00:00:00,True,0,12,12_18
56e2a905e3b6fe0003e32855,23,2016-03-17 00:00:00,2017-03-20 00:00:00,True,0,12,12_23
56e2a905e3b6fe0003e32855,26,2016-05-12 00:00:00,2017-03-20 00:00:00,True,0,12,12_26
56e2a905e3b6fe0003e32855,27,2016-09-12 00:00:00,2017-03-20 00:00:00,True,0,12,12_27
56e2a905e3b6fe0003e32855,28,2016-03-18 00:00:00,2017-03-20 00:00:00,True,0,12,12_28
56e2a905e3b6fe0003e32855,30,2016-03-18 00:00:00,2017-03-20 00:00:00,True,0,12,12_30
56e2a905e3b6fe0003e32855,31,2016-03-18 00:00:00,2017-03-17 13:56:06,True,0,12,12_31
56e2a905e3b6fe0003e32855,32,2016-03-18 00:00:00,2017-03-20 00:00:00,True,0,12,12_32
56e2a905e3b6fe0003e32855,35,2016-03-31 00:00:00,2017-03-08 00:00:00,True,0,12,12_35
56e2a905e3b6fe0003e32855,36,2016-04-01 00:00:00,2017-03-20 00:00:00,True,0,12,12_36
56e2a905e3b6fe0003e32855,37,2016-04-04 00:00:00,2017-03-18 00:00:00,True,0,12,12_37
56e2a905e3b6fe0003e32855,38,2016-04-04 00:00:00,2017-03-20 14:11:53,True,0,12,12_38
56e2a905e3b6fe0003e32855,39,2016-04-14 00:00:00,2017-03-20 00:00:00,True,0,12,12_39
56e2a905e3b6fe0003e32855,43,2016-04-13 00:00:00,2017-03-20 14:11:53,True,0,12,12_43
56e2a905e3b6fe0003e32855,44,2016-04-13 00:00:00,2017-03-17 08:45:51,True,0,12,12_44
56e2a905e3b6fe0003e32855,47,2016-04-15 00:00:00,2017-03-16 00:00:00,True,0,12,12_47
56e2a905e3b6fe0003e32855,48,2016-04-18 00:00:00,2017-03-11 00:00:00,True,0,12,12_48
56e2a905e3b6fe0003e32855,52,2016-04-28 00:00:00,2017-03-20 00:00:00,True,0,12,12_52
56e2a905e3b6fe0003e32855,55,2016-04-29 00:00:00,2017-03-17 13:56:06,True,0,12,12_55
56e2a905e3b6fe0003e32855,56,2016-05-02 00:00:00,2017-03-13 00:00:00,True,0,12,12_56
56e2a905e3b6fe0003e32855,58,2016-05-06 00:00:00,2017-03-01 00:00:00,True,0,12,12_58
56e2a905e3b6fe0003e32855,77,2016-06-06 00:00:00,2017-03-20 10:48:28,True,0,12,12_77
56e2a905e3b6fe0003e32855,96,2016-09-05 00:00:00,2017-03-20 10:48:28,True,0,12,12_96
56e2a905e3b6fe0003e32855,98,2016-09-26 00:00:00,2017-03-01 00:00:00,True,0,12,12_98
56e2a905e3b6fe0003e32855,99,2016-09-27 00:00:00,2017-01-19 00:00:00,True,0,12,12_99
56e2a905e3b6fe0003e32855,101,2016-09-30 00:00:00,2017-03-20 00:00:00,True,0,12,12_101
56e2a905e3b6fe0003e32855,103,2016-10-18 00:00:00,2017-03-20 14:11:53,True,0,12,12_103
56e2a905e3b6fe0003e32855,104,2016-10-21 00:00:00,2017-03-17 11:30:14,True,0,12,12_104
56e2a905e3b6fe0003e32855,108,2016-11-03 00:00:00,2017-01-12 00:00:00,True,0,12,12_108
56fd2b64f41c670003f643c8,6,2016-04-19 00:00:00,2017-03-17 00:00:00,True,0,13,13_6
56fd2b64f41c670003f643c8,7,2016-04-11 00:00:00,2017-03-20 00:00:00,True,0,13,13_7
56fd2b64f41c670003f643c8,8,2016-04-14 00:00:00,2017-02-20 00:00:00,False,1,13,13_8
56fd2b64f41c670003f643c8,11,2016-04-11 00:00:00,2017-03-20 00:00:00,True,0,13,13_11
56fd2b64f41c670003f643c8,12,2016-04-20 00:00:00,2017-03-17 00:00:00,True,0,13,13_12
56fd2b64f41c670003f643c8,14,2016-04-11 00:00:00,2017-03-10 00:00:00,True,0,13,13_14
56fd2b64f41c670003f643c8,16,2016-06-02 00:00:00,2017-01-30 00:00:00,True,0,13,13_16
56fd2b64f41c670003f643c8,20,2016-04-11 00:00:00,2017-02-13 00:00:00,True,0,13,13_20
56fd2b64f41c670003f643c8,22,2016-06-02 00:00:00,2017-03-16 00:00:00,True,0,13,13_22
56fd2b64f41c670003f643c8,25,2016-04-11 00:00:00,2017-03-20 00:00:00,True,0,13,13_25
56fd2b64f41c670003f643c8,27,2016-06-17 00:00:00,2017-03-10 00:00:00,True,0,13,13_27
56fd2b64f41c670003f643c8,28,2016-06-11 00:00:00,2017-03-20 00:00:00,True,0,13,13_28
56fd2b64f41c670003f643c8,31,2016-04-19 00:00:00,2017-03-20 00:00:00,True,0,13,13_31
56fd2b64f41c670003f643c8,37,2016-04-11 00:00:00,2017-03-20 00:00:00,True,0,13,13_37
56fd2b64f41c670003f643c8,38,2016-06-02 00:00:00,2017-03-17 00:00:00,True,0,13,13_38
56fd2b64f41c670003f643c8,40,2016-04-12 00:00:00,2017-03-19 13:33:32,True,0,13,13_40
56fd2b64f41c670003f643c8,41,2016-04-12 00:00:00,2017-02-17 00:00:00,True,0,13,13_41
56fd2b64f41c670003f643c8,42,2016-04-29 00:00:00,2017-03-18 00:00:00,True,0,13,13_42
56fd2b64f41c670003f643c8,46,2016-04-11 00:00:00,2017-01-18 00:00:00,True,0,13,13_46
56fd2b64f41c670003f643c8,47,2016-04-11 00:00:00,2017-03-18 00:00:00,True,0,13,13_47
56fd2b64f41c670003f643c8,48,2016-04-11 00:00:00,2017-02-02 00:00:00,True,0,13,13_48
56fd2b64f41c670003f643c8,49,2016-04-11 00:00:00,2017-01-27 00:00:00,True,0,13,13_49
56fd2b64f41c670003f643c8,50,2016-04-13 00:00:00,2017-03-17 00:00:00,True,0,13,13_50
56fd2b64f41c670003f643c8,53,2016-06-08 00:00:00,2017-03-17 00:00:00,True,0,13,13_53
56fd2b64f41c670003f643c8,61,2016-04-30 00:00:00,2017-03-20 00:00:00,True,0,13,13_61
56fd2b64f41c670003f643c8,66,2016-06-13 00:00:00,2017-03-06 00:00:00,True,0,13,13_66
56fd2b64f41c670003f643c8,94,2016-06-03 00:00:00,2017-03-20 00:00:00,True,0,13,13_94
5742d699f839a10003a407d2,1,2016-05-23 00:00:00,2017-03-20 13:11:12,True,0,16,16_1
5742d699f839a10003a407d2,2,2016-05-23 00:00:00,2017-03-06 00:00:00,True,0,16,16_2
5742d699f839a10003a407d2,4,2016-05-24 00:00:00,2017-03-20 00:00:00,True,0,16,16_4
5742d699f839a10003a407d2,5,2016-05-23 00:00:00,2017-03-15 00:00:00,True,0,16,16_5
5742d699f839a10003a407d2,6,2016-05-26 00:00:00,2017-03-20 00:00:00,True,0,16,16_6
5742d699f839a10003a407d2,7,2016-05-30 00:00:00,2017-03-20 00:00:00,True,0,16,16_7
5742d699f839a10003a407d2,8,2016-05-23 00:00:00,2017-03-13 00:00:00,True,0,16,16_8
5742d699f839a10003a407d2,9,2016-05-24 00:00:00,2017-03-20 00:00:00,True,0,16,16_9
5742d699f839a10003a407d2,10,2016-06-10 00:00:00,2017-03-18 00:00:00,True,0,16,16_10
5742d699f839a10003a407d2,11,2016-05-23 00:00:00,2017-03-20 13:11:12,True,0,16,16_11
5742d699f839a10003a407d2,12,2016-05-23 00:00:00,2017-02-27 00:00:00,True,0,16,16_12
5742d699f839a10003a407d2,13,2016-06-06 00:00:00,2017-03-12 00:00:00,True,0,16,16_13
5742d699f839a10003a407d2,17,2016-05-30 00:00:00,2017-03-09 00:00:00,True,0,16,16_17
