,employee,companyAlias,commentId,comment,likes,dislikes,commentDate,uid,comid
952,244,56aec740f1ef260003e307d6,586eb83896fba800044fd83d,************************************************************************************,3.0,1.0,2017-01-05 21:15:55,11_244,11
953,209,56aec740f1ef260003e307d6,586e996196fba800044fd838,***************************************,1.0,0.0,2017-01-05 19:06:01,11_209,11
954,256,56aec740f1ef260003e307d6,586e913696fba800044fd837,**********************,4.0,0.0,2017-01-05 18:32:54,11_256,11
955,28,56aec740f1ef260003e307d6,586e83bf96fba800044fd832,***************************************,1.0,0.0,2017-01-05 17:33:06,11_28,11
956,305,56aec740f1ef260003e307d6,586e834396fba800044fd830,************************************************************************************************,7.0,0.0,2017-01-05 17:31:54,11_305,11
957,213,56aec740f1ef260003e307d6,586e831896fba800044fd82f,*********************************************************,6.0,7.0,2017-01-05 17:31:35,11_213,11
959,255,56aec740f1ef260003e307d6,586e82df96fba800044fd82d,********************,3.0,0.0,2017-01-05 17:30:47,11_255,11
960,259,56aec740f1ef260003e307d6,586e620b6c5e7f0004245b51,*******************************************************************************,5.0,0.0,2017-01-05 15:08:56,11_259,11
961,218,56aec740f1ef260003e307d6,586e52636c5e7f0004245b4c,**********************************************************************************************************************************************************************************,5.0,0.0,2017-01-05 14:03:16,11_218,11
962,491,56aec740f1ef260003e307d6,586e188e6c5e7f0004245b37,**************************************,3.0,0.0,2017-01-05 09:56:13,11_491,11
963,79,56aec740f1ef260003e307d6,586e18ba6c5e7f0004245b38,**********************************************************************************************************************************************************************************,4.0,0.0,2017-01-05 09:55:41,11_79,11
964,245,56aec740f1ef260003e307d6,586e171f6c5e7f0004245b35,*******************************************************************************************************************,3.0,1.0,2017-01-05 09:50:01,11_245,11
965,400,56aec740f1ef260003e307d6,586e16586c5e7f0004245b34,***********************************************************************************************************************************************************,3.0,3.0,2017-01-05 09:46:07,11_400,11
966,444,56aec740f1ef260003e307d6,586df4546c5e7f0004245b1f,****************************,4.0,0.0,2017-01-05 07:22:40,11_444,11
967,139,56aec740f1ef260003e307d6,586df1086c5e7f0004245b1e,****************************************************************,2.0,7.0,2017-01-05 07:08:41,11_139,11
968,400,56aec740f1ef260003e307d6,586d77036c5e7f0004245b0b,************************************************************************,4.0,0.0,2017-01-04 22:27:52,11_400,11
969,269,56aec740f1ef260003e307d6,586d52a86c5e7f0004245afe,*************************************************,5.0,0.0,2017-01-04 19:52:52,11_269,11
970,308,56aec740f1ef260003e307d6,586d33da6c5e7f0004245aee,***************,3.0,0.0,2017-01-04 17:41:28,11_308,11
971,292,56aec740f1ef260003e307d6,586d31bf6c5e7f0004245aeb,************************************************************************************************,4.0,0.0,2017-01-04 17:31:51,11_292,11
972,256,56aec740f1ef260003e307d6,586d31696c5e7f0004245aea,***********************,2.0,0.0,2017-01-04 17:31:38,11_256,11
973,217,56aec740f1ef260003e307d6,586cf517bfcc120004bd0662,******************************************************************************************************************************,10.0,10.0,2017-01-04 13:10:53,11_217,11
974,245,56aec740f1ef260003e307d6,586ce6f2bfcc120004bd065a,*********************************************************************************************************************************************************************************************,3.0,1.0,2017-01-04 12:08:03,11_245,11
975,433,56aec740f1ef260003e307d6,586c4358bfcc120004bd063e,******************************,10.0,2.0,2017-01-04 00:35:22,11_433,11
977,305,56aec740f1ef260003e307d6,586c17ddbfcc120004bd0633,************************************************,4.0,0.0,2017-01-03 21:28:37,11_305,11
978,163,56aec740f1ef260003e307d6,586bf316bfcc120004bd0625,******************************,5.0,0.0,2017-01-03 18:52:38,11_163,11
979,262,56aec740f1ef260003e307d6,586bdec7bfcc120004bd0616,****************************************************************,0.0,0.0,2017-01-03 17:30:50,11_262,11
981,201,56aec740f1ef260003e307d6,586b98cd327a0000042e025a,****************,3.0,0.0,2017-01-03 12:27:49,11_201,11
982,99,56aec740f1ef260003e307d6,586b8236327a0000042e024f,**************************************************************************************************************************************************************************************************************************************************************,12.0,3.0,2017-01-03 10:52:58,11_99,11
984,242,56aec740f1ef260003e307d6,586ad0ea327a0000042e0225,***************,2.0,0.0,2017-01-02 22:14:51,11_242,11
985,297,56aec740f1ef260003e307d6,586ac00e327a0000042e0220,******************************************************************************************************************************,7.0,1.0,2017-01-02 21:01:02,11_297,11
986,272,56aec740f1ef260003e307d6,586ab358327a0000042e0218,*************************************,4.0,0.0,2017-01-02 20:08:26,11_272,11
987,218,56aec740f1ef260003e307d6,586aaff3327a0000042e0217,**************************************,1.0,0.0,2017-01-02 19:54:08,11_218,11
988,255,56aec740f1ef260003e307d6,586a975a327a0000042e0210,***************************************,3.0,0.0,2017-01-02 18:08:53,11_255,11
989,290,56aec740f1ef260003e307d6,586a43882659b3000441a045,********************************************************************************************************************************************************************************************************************************************************************************,15.0,1.0,2017-01-02 12:08:36,11_290,11
990,389,56aec740f1ef260003e307d6,586a40752659b3000441a044,***********************************************************************,2.0,0.0,2017-01-02 11:57:49,11_389,11
993,256,56aec740f1ef260003e307d6,586a2ccb2659b3000441a032,***************************************************************************************************************************************************************************************,12.0,3.0,2017-01-02 10:05:41,11_256,11
994,276,56aec740f1ef260003e307d6,586a00462659b3000441a00e,**********************,2.0,0.0,2017-01-02 07:24:43,11_276,11
995,163,56aec740f1ef260003e307d6,58695cf92659b30004419ffd,***************,3.0,0.0,2017-01-01 19:47:46,11_163,11
996,269,56aec740f1ef260003e307d6,58695cfd2659b30004419ffe,*********,1.0,0.0,2017-01-01 19:47:35,11_269,11
998,346,56aec740f1ef260003e307d6,58686b8d894e7700040355b1,******************,3.0,0.0,2017-01-01 02:37:52,11_346,11
999,312,56aec740f1ef260003e307d6,58686101894e7700040355ae,*******************************,7.0,0.0,2017-01-01 01:52:46,11_312,11
1001,340,56aec740f1ef260003e307d6,58684fff894e7700040355ab,**********************************************************************************************************,4.0,0.0,2017-01-01 00:39:34,11_340,11
1002,276,56aec740f1ef260003e307d6,58684ba2894e7700040355a9,*********************************************************************,4.0,0.0,2017-01-01 00:21:18,11_276,11
1003,273,56aec740f1ef260003e307d6,58684946894e7700040355a8,******************,4.0,0.0,2017-01-01 00:11:38,11_273,11
1004,259,56aec740f1ef260003e307d6,58684362894e7700040355a6,**********,2.0,0.0,2016-12-31 23:46:28,11_259,11
1005,242,56aec740f1ef260003e307d6,5867cf21894e77000403558b,***********************************************************************************************************************************************************************************************************************************************************************************************************************************************************************,5.0,0.0,2016-12-31 15:20:31,11_242,11
1006,269,56aec740f1ef260003e307d6,5867cc3d894e77000403558a,**********************,3.0,0.0,2016-12-31 15:18:09,11_269,11
1007,209,56aec740f1ef260003e307d6,5867be54894e770004035586,**************************************************************************************************************************************************,4.0,0.0,2016-12-31 14:18:11,11_209,11
1008,4,56aec740f1ef260003e307d6,5867bc2d894e770004035584,*****************************************,2.0,0.0,2016-12-31 14:09:28,11_4,11
1009,164,56aec740f1ef260003e307d6,58678a0dcdca02000432f50c,*****************************************************************************,7.0,0.0,2016-12-31 10:34:52,11_164,11
1010,305,56aec740f1ef260003e307d6,5867794acdca02000432f506,**************************************************************************,5.0,0.0,2016-12-31 09:18:34,11_305,11
1011,245,56aec740f1ef260003e307d6,5867721acdca02000432f502,*********************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************,9.0,1.0,2016-12-31 08:53:36,11_245,11
1012,100,56aec740f1ef260003e307d6,586744fbcdca02000432f4fd,*************************************************************************************************************************************************************************************************************************************************************************************************************************************************,7.0,0.0,2016-12-31 05:34:27,11_100,11
1013,389,56aec740f1ef260003e307d6,5866fb09cdca02000432f4f6,******************************************************************************************************************,6.0,0.0,2016-12-31 00:25:01,11_389,11
1015,262,56aec740f1ef260003e307d6,5866c8291337d30004e77f60,**********************************************************************************************************************************************************,4.0,0.0,2016-12-30 20:51:36,11_262,11
1016,255,56aec740f1ef260003e307d6,5866b7fc1337d30004e77f5a,*****************************************************,6.0,0.0,2016-12-30 19:38:01,11_255,11
1017,412,56aec740f1ef260003e307d6,5866a2fb1337d30004e77f55,**************************************************,6.0,0.0,2016-12-30 18:09:33,11_412,11
1018,95,56aec740f1ef260003e307d6,5866a1df1337d30004e77f53,*********************************************************************************,3.0,0.0,2016-12-30 18:04:34,11_95,11
1021,254,56aec740f1ef260003e307d6,5866602d1337d30004e77f3a,***************************************************************************************************************************************************************************************************************************************************************************************,13.0,2.0,2016-12-30 13:21:04,11_254,11
1022,124,56aec740f1ef260003e307d6,586644041337d30004e77f33,*******************,3.0,0.0,2016-12-30 11:24:39,11_124,11
1023,218,56aec740f1ef260003e307d6,586637d21337d30004e77f2d,***************************,2.0,0.0,2016-12-30 10:32:35,11_218,11
1024,269,56aec740f1ef260003e307d6,5866114f1337d30004e77f1c,**************************,4.0,0.0,2016-12-30 07:48:16,11_269,11
1025,272,56aec740f1ef260003e307d6,586608671337d30004e77f1b,*****************,6.0,0.0,2016-12-30 07:10:00,11_272,11
1026,245,56aec740f1ef260003e307d6,5865928a4f0137000484f467,****************************************************************************************************,4.0,0.0,2016-12-29 22:45:08,11_245,11
1027,262,56aec740f1ef260003e307d6,586571804f0137000484f45e,***********************************************************************,9.0,0.0,2016-12-29 20:30:53,11_262,11
1029,95,56aec740f1ef260003e307d6,586558644f0137000484f458,**************,1.0,0.0,2016-12-29 18:39:12,11_95,11
1030,412,56aec740f1ef260003e307d6,586551b14f0137000484f456,******************************************************************,4.0,0.0,2016-12-29 18:10:21,11_412,11
1032,196,56aec740f1ef260003e307d6,586544594f0137000484f44c,*********************************************************************************************************************************************************************************************************************************************,6.0,2.0,2016-12-29 17:11:50,11_196,11
1034,254,56aec740f1ef260003e307d6,58650c694f0137000484f43a,*************************************************************************************************************************************************************************************************************************************************************************,16.0,3.0,2016-12-29 13:06:33,11_254,11
1035,269,56aec740f1ef260003e307d6,586504e04f0137000484f438,*********,1.0,0.0,2016-12-29 12:43:04,11_269,11
1037,144,56aec740f1ef260003e307d6,5864e9a94f0137000484f431,********************************,5.0,0.0,2016-12-29 10:46:53,11_144,11
1038,124,56aec740f1ef260003e307d6,5864dcdf4f0137000484f42d,****************************,0.0,0.0,2016-12-29 09:52:19,11_124,11
1040,273,56aec740f1ef260003e307d6,5864cec94f0137000484f426,**********************************************************************************,5.0,0.0,2016-12-29 08:51:54,11_273,11
1042,213,56aec740f1ef260003e307d6,5864b2e54f0137000484f418,******************************************************************************************************************,18.0,2.0,2016-12-29 06:52:46,11_213,11
1044,262,56aec740f1ef260003e307d6,5863fc045de454000437bf40,*********************************************************************************,1.0,0.0,2016-12-28 17:57:21,11_262,11
1046,95,56aec740f1ef260003e307d6,5863d0615de454000437bf33,**********************,1.0,0.0,2016-12-28 14:46:36,11_95,11
1049,245,56aec740f1ef260003e307d6,586375165de454000437bf16,************************************************************************,4.0,0.0,2016-12-28 08:16:03,11_245,11
1050,273,56aec740f1ef260003e307d6,586350785de454000437bf0c,***********************************************************,3.0,0.0,2016-12-28 05:40:55,11_273,11
1051,213,56aec740f1ef260003e307d6,586312475de454000437bf0a,*******************************************************************************,8.0,10.0,2016-12-28 01:15:03,11_213,11
1052,400,56aec740f1ef260003e307d6,58630b1a5de454000437bf09,***********************************************************,15.0,3.0,2016-12-28 00:43:52,11_400,11
1053,163,56aec740f1ef260003e307d6,5862cf861bb5600004a141f1,******************************************************************************************************************************************************,6.0,23.0,2016-12-27 20:27:30,11_163,11
1054,433,56aec740f1ef260003e307d6,5862a8801bb5600004a141de,***************,4.0,3.0,2016-12-27 17:44:22,11_433,11
1056,244,56aec740f1ef260003e307d6,5862691e1bb5600004a141c7,*****************************************,2.0,0.0,2016-12-27 13:13:16,11_244,11
1057,217,56aec740f1ef260003e307d6,58625b431bb5600004a141c3,*********,0.0,0.0,2016-12-27 12:14:21,11_217,11
1058,124,56aec740f1ef260003e307d6,586258d91bb5600004a141c0,******************,0.0,0.0,2016-12-27 12:04:33,11_124,11
1059,308,56aec740f1ef260003e307d6,586234a71bb5600004a1419b,***,1.0,2.0,2016-12-27 09:30:02,11_308,11
1060,262,56aec740f1ef260003e307d6,586210e31bb5600004a14180,*******************,0.0,0.0,2016-12-27 07:02:07,11_262,11
1061,273,56aec740f1ef260003e307d6,586203381bb5600004a1417c,*************************************************************************,2.0,0.0,2016-12-27 05:58:43,11_273,11
1062,245,56aec740f1ef260003e307d6,586170af6f67cd0004b61b16,***********************************************************,0.0,0.0,2016-12-26 19:33:30,11_245,11
1063,382,56aec740f1ef260003e307d6,586154966f67cd0004b61b0b,*********************************,1.0,4.0,2016-12-26 17:33:59,11_382,11
1064,255,56aec740f1ef260003e307d6,586154606f67cd0004b61b08,***********,3.0,0.0,2016-12-26 17:32:49,11_255,11
1066,308,56aec740f1ef260003e307d6,5861232b6f67cd0004b61afb,**************,3.0,0.0,2016-12-26 14:03:05,11_308,11
1067,163,56aec740f1ef260003e307d6,58610ed76f67cd0004b61af5,********************************************,5.0,0.0,2016-12-26 12:36:08,11_163,11
1070,105,56aec740f1ef260003e307d6,5860430d9ed03d00041b40fb,***************************,0.0,0.0,2016-12-25 22:06:48,11_105,11
1072,308,56aec740f1ef260003e307d6,585feeb79ed03d00041b40ea,**********,2.0,0.0,2016-12-25 16:07:11,11_308,11
1073,245,56aec740f1ef260003e307d6,585faa979ed03d00041b40e1,*************************************************************,2.0,0.0,2016-12-25 11:15:56,11_245,11
1074,101,56aec740f1ef260003e307d6,585f93919ed03d00041b40d9,******************************************,7.0,0.0,2016-12-25 09:37:44,11_101,11
1075,273,56aec740f1ef260003e307d6,585f6d9e9ed03d00041b40d5,*****************************************************************************,6.0,0.0,2016-12-25 06:55:16,11_273,11
1076,312,56aec740f1ef260003e307d6,585f02a03f7d270004bb473a,******************************,8.0,1.0,2016-12-24 23:19:46,11_312,11
1077,242,56aec740f1ef260003e307d6,585ea02c3f7d270004bb472e,******************************************************************************************************************************************************************************************************************************************,14.0,0.0,2016-12-24 16:16:41,11_242,11
1078,308,56aec740f1ef260003e307d6,585e9c0c3f7d270004bb472c,**************,6.0,0.0,2016-12-24 16:02:09,11_308,11
1079,95,56aec740f1ef260003e307d6,585e95d63f7d270004bb472b,************************,4.0,0.0,2016-12-24 15:35:26,11_95,11
1080,18,56aec740f1ef260003e307d6,585e8a3d3f7d270004bb4728,****************,3.0,0.0,2016-12-24 14:46:13,11_18,11
1081,4,56aec740f1ef260003e307d6,585e7fcb3f7d270004bb4723,*****************,3.0,0.0,2016-12-24 14:01:33,11_4,11
1082,245,56aec740f1ef260003e307d6,585e7c643f7d270004bb4721,******************************************************************************************************************************************************************************************************,9.0,0.0,2016-12-24 13:44:28,11_245,11
1083,163,56aec740f1ef260003e307d6,585e722a3f7d270004bb471b,**************************************************,2.0,0.0,2016-12-24 12:58:25,11_163,11
1084,276,56aec740f1ef260003e307d6,585e42523f7d270004bb4704,******************************,3.0,0.0,2016-12-24 09:39:19,11_276,11
1086,282,56aec740f1ef260003e307d6,585e39323f7d270004bb46fa,***************************,3.0,0.0,2016-12-24 09:00:18,11_282,11
1087,353,56aec740f1ef260003e307d6,585e25663f7d270004bb46f0,***************************************************************************,4.0,0.0,2016-12-24 07:35:26,11_353,11
1089,218,56aec740f1ef260003e307d6,585daa4a11dc30000406be1c,******************************************************************************************************************************************************************************************************************************************************************************************************************************************************,8.0,0.0,2016-12-23 22:49:02,11_218,11
1091,255,56aec740f1ef260003e307d6,585d641811dc30000406be01,*************************,3.0,0.0,2016-12-23 17:50:45,11_255,11
1093,308,56aec740f1ef260003e307d6,585d600011dc30000406bdf6,********,1.0,0.0,2016-12-23 17:33:44,11_308,11
1097,135,56aec740f1ef260003e307d6,585d1a2d11dc30000406bdc8,***************************************************************************************************************************************************************,21.0,0.0,2016-12-23 12:35:40,11_135,11
1098,124,56aec740f1ef260003e307d6,585d117f11dc30000406bdc1,***************,2.0,0.0,2016-12-23 11:58:47,11_124,11
1099,269,56aec740f1ef260003e307d6,585d0d3411dc30000406bdbc,*********************************,5.0,0.0,2016-12-23 11:40:18,11_269,11
1100,400,56aec740f1ef260003e307d6,585cff3611dc30000406bdb5,******************************************************************************************************************************,2.0,2.0,2016-12-23 10:39:02,11_400,11
1101,103,56aec740f1ef260003e307d6,585ced6411dc30000406bd9e,*************************,1.0,1.0,2016-12-23 09:24:24,11_103,11
1102,259,56aec740f1ef260003e307d6,585cebe611dc30000406bd9c,*************,1.0,0.0,2016-12-23 09:18:10,11_259,11
1103,21,56aec740f1ef260003e307d6,585cea9b11dc30000406bd9b,*****,1.0,0.0,2016-12-23 09:12:49,11_21,11
1104,114,56aec740f1ef260003e307d6,585ce96811dc30000406bd9a,**************************************,2.0,1.0,2016-12-23 09:07:42,11_114,11
1105,436,56aec740f1ef260003e307d6,585ce0cb11dc30000406bd8d,*****************************************************************************************,9.0,0.0,2016-12-23 08:30:16,11_436,11
1106,465,56aec740f1ef260003e307d6,585cdb9411dc30000406bd8b,*****************,3.0,1.0,2016-12-23 08:08:45,11_465,11
1107,119,56aec740f1ef260003e307d6,585cd88611dc30000406bd87,*********************************************************************************************************************,11.0,1.0,2016-12-23 07:54:03,11_119,11
1108,13,56aec740f1ef260003e307d6,585cd7a211dc30000406bd86,*************************************************,5.0,1.0,2016-12-23 07:51:30,11_13,11
1110,24,56aec740f1ef260003e307d6,585cd34c11dc30000406bd82,****************,1.0,0.0,2016-12-23 07:33:17,11_24,11
1113,152,56aec740f1ef260003e307d6,585cd02011dc30000406bd79,*******************************************************************************,13.0,0.0,2016-12-23 07:19:11,11_152,11
1114,175,56aec740f1ef260003e307d6,585ccf9111dc30000406bd78,********************************,4.0,0.0,2016-12-23 07:17:16,11_175,11
1116,273,56aec740f1ef260003e307d6,585cce9311dc30000406bd73,******************************,1.0,0.0,2016-12-23 07:13:08,11_273,11
1117,34,56aec740f1ef260003e307d6,585ccef911dc30000406bd75,*********************************,1.0,0.0,2016-12-23 07:11:59,11_34,11
1119,196,56aec740f1ef260003e307d6,585cccf311dc30000406bd70,********************************************************************************************,10.0,0.0,2016-12-23 07:05:51,11_196,11
1120,346,56aec740f1ef260003e307d6,585cc97d11dc30000406bd6c,****************************************,5.0,1.0,2016-12-23 06:49:37,11_346,11
1121,183,56aec740f1ef260003e307d6,585cc3a711dc30000406bd6b,*****************************************************************************************************************************************************************,11.0,0.0,2016-12-23 06:23:38,11_183,11
1122,245,56aec740f1ef260003e307d6,585ca21311dc30000406bd65,*******************************************************************************************************************************************************************************************************************************************************************************,11.0,0.0,2016-12-23 03:57:58,11_245,11
1123,272,56aec740f1ef260003e307d6,585c762611dc30000406bd5b,***********,5.0,0.0,2016-12-23 00:51:23,11_272,11
1124,389,56aec740f1ef260003e307d6,585c727111dc30000406bd5a,***********************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************,12.0,1.0,2016-12-23 00:34:16,11_389,11
1125,95,56aec740f1ef260003e307d6,585c32bdac0fe00004b24d39,**********************************************************************************************,8.0,1.0,2016-12-22 20:07:46,11_95,11
1126,217,56aec740f1ef260003e307d6,585c281dac0fe00004b24d33,****************************************************************************************************************************************,21.0,0.0,2016-12-22 19:22:10,11_217,11
1128,209,56aec740f1ef260003e307d6,585c1e16ac0fe00004b24d2c,*******************************************************************,10.0,0.0,2016-12-22 18:40:49,11_209,11
1130,152,56aec740f1ef260003e307d6,585c153aac0fe00004b24d1e,*****************************************************************,15.0,0.0,2016-12-22 18:01:44,11_152,11
1131,183,56aec740f1ef260003e307d6,585c134bac0fe00004b24d1c,*****************************************************************************************************************,17.0,1.0,2016-12-22 17:52:10,11_183,11
1132,412,56aec740f1ef260003e307d6,585c0eaaac0fe00004b24d13,******************************************************************************************************************************************,14.0,0.0,2016-12-22 17:33:09,11_412,11
1133,308,56aec740f1ef260003e307d6,585c0dc7ac0fe00004b24d11,**********,3.0,0.0,2016-12-22 17:30:39,11_308,11
1134,33,56aec740f1ef260003e307d6,585c0a22ac0fe00004b24d08,********************************************************************************************************************************************************************************************************************,20.0,0.0,2016-12-22 17:12:22,11_33,11
1135,175,56aec740f1ef260003e307d6,585bf701ac0fe00004b24d02,**********************,8.0,7.0,2016-12-22 15:53:24,11_175,11
1136,19,56aec740f1ef260003e307d6,585bd035ac0fe00004b24ce8,*************************************************************************************************************,4.0,0.0,2016-12-22 13:07:17,11_19,11
1137,294,56aec740f1ef260003e307d6,585bc1a6ac0fe00004b24cdf,***********************************************************************,7.0,1.0,2016-12-22 12:02:17,11_294,11
1138,124,56aec740f1ef260003e307d6,585bb594ac0fe00004b24cd6,***********************,6.0,1.0,2016-12-22 11:14:21,11_124,11
1139,24,56aec740f1ef260003e307d6,585b91f9ac0fe00004b24cb7,*******************************************,3.0,0.0,2016-12-22 08:42:18,11_24,11
1140,433,56aec740f1ef260003e307d6,585b8f85ac0fe00004b24cb4,*****************************************************************,4.0,0.0,2016-12-22 08:30:09,11_433,11
1141,242,56aec740f1ef260003e307d6,585b8ae4ac0fe00004b24cb0,*************,2.0,0.0,2016-12-22 08:11:42,11_242,11
1142,245,56aec740f1ef260003e307d6,585b8994ac0fe00004b24cad,*******************************************************************************************************************,0.0,0.0,2016-12-22 08:05:01,11_245,11
1144,103,56aec740f1ef260003e307d6,585b85e7ac0fe00004b24ca4,*********,1.0,0.0,2016-12-22 07:50:55,11_103,11
1145,465,56aec740f1ef260003e307d6,585b7fc3ac0fe00004b24ca1,*******************,2.0,0.0,2016-12-22 07:24:43,11_465,11
1147,491,56aec740f1ef260003e307d6,585b7d50ac0fe00004b24c9e,*************,2.0,0.0,2016-12-22 07:13:40,11_491,11
1148,276,56aec740f1ef260003e307d6,585b76a9ac0fe00004b24c9b,****************************************,4.0,0.0,2016-12-22 06:45:27,11_276,11
1150,272,56aec740f1ef260003e307d6,585b1913ac0fe00004b24c8c,***************************************************************************************************************************************,7.0,0.0,2016-12-22 00:03:37,11_272,11
1151,175,56aec740f1ef260003e307d6,585ae031da8c4a000470c55f,*****************************************************,5.0,0.0,2016-12-21 20:03:20,11_175,11
1152,273,56aec740f1ef260003e307d6,585ad88dda8c4a000470c55a,*****************************,5.0,1.0,2016-12-21 19:31:10,11_273,11
1153,272,56aec740f1ef260003e307d6,585ac474da8c4a000470c54d,****************************************************************************,12.0,9.0,2016-12-21 18:04:48,11_272,11
1154,255,56aec740f1ef260003e307d6,585abc70da8c4a000470c542,**********************,5.0,0.0,2016-12-21 17:30:34,11_255,11
1155,218,56aec740f1ef260003e307d6,585a9a08da8c4a000470c529,**************************************,6.0,0.0,2016-12-21 15:04:20,11_218,11
1156,124,56aec740f1ef260003e307d6,585a521eda8c4a000470c4fe,*********************************,3.0,4.0,2016-12-21 09:57:46,11_124,11
1158,114,56aec740f1ef260003e307d6,585a4afbda8c4a000470c4f8,***********,2.0,2.0,2016-12-21 09:27:08,11_114,11
1161,19,56aec740f1ef260003e307d6,585a3ff7da8c4a000470c4f2,*************************************************************************************************************************************************************************************************************************************************************************************************************************,6.0,5.0,2016-12-21 08:38:07,11_19,11
1162,24,56aec740f1ef260003e307d6,585a3667da8c4a000470c4eb,****************************************************************************************,24.0,2.0,2016-12-21 07:58:30,11_24,11
1163,245,56aec740f1ef260003e307d6,585a3631da8c4a000470c4ea,***************************************************************************************************************************,2.0,0.0,2016-12-21 07:55:39,11_245,11
1164,262,56aec740f1ef260003e307d6,5859a601da8c4a000470c4ca,*****************************************************,0.0,0.0,2016-12-20 21:47:19,11_262,11
1166,209,56aec740f1ef260003e307d6,585978d6f830b00004e7a0b7,****************************************************************************,28.0,0.0,2016-12-20 18:31:00,11_209,11
1167,255,56aec740f1ef260003e307d6,58597174f830b00004e7a0ad,***************************************************************,7.0,0.0,2016-12-20 17:57:37,11_255,11
1168,292,56aec740f1ef260003e307d6,58596ef2f830b00004e7a0ac,********,7.0,0.0,2016-12-20 17:48:29,11_292,11
1169,18,56aec740f1ef260003e307d6,585968e6f830b00004e7a0a2,********************************************************************************************************************,3.0,25.0,2016-12-20 17:21:13,11_18,11
1173,79,56aec740f1ef260003e307d6,58592d75f830b00004e7a06d,**********************************************************************************************************************************************************************************************************************************************************************************************************************,21.0,0.0,2016-12-20 13:06:20,11_79,11
1174,217,56aec740f1ef260003e307d6,58590109f830b00004e7a04b,****************,1.0,0.0,2016-12-20 09:59:13,11_217,11
1175,245,56aec740f1ef260003e307d6,5858f76ff830b00004e7a046,***************************************************************************************************************,4.0,0.0,2016-12-20 09:16:47,11_245,11
1177,169,56aec740f1ef260003e307d6,5858efeaf830b00004e7a03d,******************,6.0,9.0,2016-12-20 08:46:22,11_169,11
1179,124,56aec740f1ef260003e307d6,5858e0c8f830b00004e7a02e,****************,0.0,0.0,2016-12-20 07:41:32,11_124,11
1180,244,56aec740f1ef260003e307d6,5858d962f830b00004e7a027,***********************************************************************************************,1.0,0.0,2016-12-20 07:05:17,11_244,11
1181,273,56aec740f1ef260003e307d6,5858d3cbf830b00004e7a026,**********************************,6.0,0.0,2016-12-20 06:44:47,11_273,11
1182,209,56aec740f1ef260003e307d6,585846310270cc0004666c76,***************************************************************************************************************************,9.0,0.0,2016-12-19 20:42:08,11_209,11
1183,242,56aec740f1ef260003e307d6,58583a7a0270cc0004666c70,***********************************************************************************,8.0,1.0,2016-12-19 19:51:30,11_242,11
1184,255,56aec740f1ef260003e307d6,58582faf0270cc0004666c69,******************,3.0,0.0,2016-12-19 19:05:57,11_255,11
1185,272,56aec740f1ef260003e307d6,585822ab0270cc0004666c62,****************************,5.0,0.0,2016-12-19 18:10:16,11_272,11
1186,269,56aec740f1ef260003e307d6,585819ec0270cc0004666c58,****************************************************************,5.0,1.0,2016-12-19 17:32:20,11_269,11
1189,294,56aec740f1ef260003e307d6,5857ab0d0270cc0004666bf8,********************************************************************************,14.0,0.0,2016-12-19 09:38:33,11_294,11
1190,13,56aec740f1ef260003e307d6,5857a0c10270cc0004666bea,*****************************************************************************************,17.0,5.0,2016-12-19 08:55:44,11_13,11
